count,title,subtitle,link,cover_image_url,ground_truth
605,Is This a Real Photograph of a Man Holding a ‘Homeless N*****s Go Back to Africa’ Sign?,"The photograph is genuine, but the story behind it is significantly more complicated than it may appear at first glance.",https://www.snopes.com/fact-check/homeless-go-back-to-africa-sign/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,true
606,Did Pipe-Bombing Suspect Cesar Sayoc Attend Donald Trump Rallies?,"Video and photographic evidence establishes beyond doubt that Sayoc attended at least two Trump rallies, both during the 2016 campaign and after the president's inauguration.",https://www.snopes.com/fact-check/cesar-sayoc-trump-rallies/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,true
607,Does This Photograph Show a Car with a Message Supporting ‘Public Executions’ of Trump Critics?,Photographs of the unidentified vehicle were posted online shortly after a suspect was arrested for allegedly targeting officials with mail bombs.,https://www.snopes.com/fact-check/car-message-public-executions/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,true
608,Background Check: Investigating George Floyd’s Criminal Record,The question of past arrests often surfaces among people who want to rationalize police officers' actions when Black men are killed in custody.,https://www.snopes.com/news/2020/06/12/george-floyd-criminal-record/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,
609,"Is This Aracely Henriquez, the Woman George Floyd Allegedly Assaulted?","The police encounter that led to Floyd's death in Minneapolis in 2020 was centered around reports about a counterfeit $20 bill, not any of his past actions. ",https://www.snopes.com/fact-check/is-this-really-aracely-henriquez/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
610,Was the Kids’ TV Show ‘Paw Patrol’ Canceled?,Tongue-in-cheek social media posts led to rumors about the popular Nickelodeon show. ,https://www.snopes.com/fact-check/did-paw-patrol-get-canceled/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,false
611,Is This a 1992 Clinton-Gore Confederate Flag Campaign Button?,Campaign buttons for the 1992 Clinton-Gore national ticket bearing a Confederate flag background are of uncertain provenance.,https://www.snopes.com/fact-check/clinton-gore-92-confederate/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,unproven
612,Is This ‘Trump Army’ Fundraising Email Real?,"The Trump campaign launched the ""Army for Trump"" website in March 2020. ",https://www.snopes.com/fact-check/trump-army-fundraising-email/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,true
613,Does This Photograph Show Honduran Caravan Members Using an American Red Cross Tent?,"A photograph of a family resting in front of a tent labeled “Cruz Roja Mexicana” has, somehow, been presented as evidence that the American Red Cross provided caravan tents.",https://www.snopes.com/fact-check/caravan-american-red-cross-tent/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
614,Was Amy Schumer Photographed Ripping Up a Fetus?,Amy Schumer's face was digitally added to a horror-themed photograph and shared online with a fake quote from the actress.,https://www.snopes.com/fact-check/amy-schumer-ripping-up-fetus/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,false
615,Does This Photograph Show a 110-Pound Squirrel?,Forced perspective can give any rodent the appearance of an unusually large size.,https://www.snopes.com/fact-check/110-pound-squirrel/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
616,"Does This Photograph Show Pipe-Bombing Suspect Cesar Sayoc With a ‘Known Democrat,’ Proving a Hoax Conspiracy?","Eager conspiracy theorists wrenched a photograph of two former soccer teammates out of context, and without factual basis.",https://www.snopes.com/fact-check/cesar-sayoc-izzy-hernandez/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,false
617,Is This a Photograph of Tree of Life Synagogue Shooting Victim Rose Mallinger?,A Twitter user shared a photograph wrongly said to be the 97-year-old synagogue shooting victim.,https://www.snopes.com/fact-check/synagogue-shooting-victim-rose-mallinger/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
618,Does This Photograph Show Trash Left Behind by the Central American Caravan?,It's almost as if a single picture of a trash-strewn field gets applied to every event involving large transient crowds.,https://www.snopes.com/fact-check/refugee-caravan-trash-picture/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
619,Does This Video Show a Man Ripping the MAGA Hat Off a Trump Supporter?,A YouTuber’s staged video has been taken seriously by several media outlets despite some telling signs of pranksterism.,https://www.snopes.com/fact-check/maga-hat-starbucks-video/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
620,"Does This Photograph Show 66,000 People Outside a Trump Rally?","Crowd sizing isn't an exact science, but detecting gross exaggerations is often not a difficult feat.",https://www.snopes.com/fact-check/trump-rally-crowd-66000/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,false
621,Do These Photographs Show Central American Caravan Members Traveling by Train and Bus?,An outdated set of photographs purportedly showing member of a refugee caravan traveling via train and bus toward the United States were circulated in October 2018.,https://www.snopes.com/fact-check/caravan-bus-train-travel/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
622,Is This a German Village Shaped Like a Fingerprint?,"If this village is ever found at the scene of a crime, the culprit won't be difficult to catch.",https://www.snopes.com/fact-check/german-village-fingerprint/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,false
623,Are Central American Caravan Members Burning the American Flag?,A series of old photographs were re-shared as if they depicted members of a migrant caravan burning the U.S. flag.,https://www.snopes.com/fact-check/caravan-burning-flag/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
624,Is This a Photograph of the Trump/Cruz Political Rally in Texas?,An all-purpose crowd shot can seemingly represent any number of different events in different places.,https://www.snopes.com/fact-check/trump-cruz-rally-photo/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
625,Background Check: Investigating George Floyd’s Criminal Record,The question of past arrests often surfaces among people who want to rationalize police officers' actions when Black men are killed in custody.,https://www.snopes.com/news/2020/06/12/george-floyd-criminal-record/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,
626,"Is This Aracely Henriquez, the Woman George Floyd Allegedly Assaulted?","The police encounter that led to Floyd's death in Minneapolis in 2020 was centered around reports about a counterfeit $20 bill, not any of his past actions. ",https://www.snopes.com/fact-check/is-this-really-aracely-henriquez/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
627,Was the Kids’ TV Show ‘Paw Patrol’ Canceled?,Tongue-in-cheek social media posts led to rumors about the popular Nickelodeon show. ,https://www.snopes.com/fact-check/did-paw-patrol-get-canceled/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,false
628,Is This a 1992 Clinton-Gore Confederate Flag Campaign Button?,Campaign buttons for the 1992 Clinton-Gore national ticket bearing a Confederate flag background are of uncertain provenance.,https://www.snopes.com/fact-check/clinton-gore-92-confederate/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,unproven
629,Is This ‘Trump Army’ Fundraising Email Real?,"The Trump campaign launched the ""Army for Trump"" website in March 2020. ",https://www.snopes.com/fact-check/trump-army-fundraising-email/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,true
630,Did Members of the Migrant Caravan Paint a Swastika on an American Flag and Set It on Fire?,A photograph of protesters in the Honduran capital setting fire to a U.S. flag inflamed some Americans.,https://www.snopes.com/fact-check/caravan-swastika-flag-fire/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
631,Were These Mexican Police Officers Brutalized by Members of a Migrant Caravan?,"A series of photographs showing injured police officers are genuine, but they are several years old and have nothing to do with immigrants or caravans.",https://www.snopes.com/fact-check/mexican-police-caravan-photos/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
632,Is This a Photograph of Susan B. Anthony Being Beaten on the Street?,"A ""get out the vote"" meme highlights a photograph that was crucial to garnering public support for the British suffragette movement.",https://www.snopes.com/fact-check/susan-b-anthony-beaten-photo/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
633,Did George Soros Pay Refugees in Honduras to Join a Caravan and Storm the US Border?,"A baseless, fear-mongering and factually inaccurate tweet claiming that a group of refugees in Honduras were paid by George Soros to storm the border was posted by a United States Congressman in October 2018.",https://www.snopes.com/fact-check/soros-caravan-refugees/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
634,Do These Photographs Show the Same Spot in the Arctic 100 Years Apart?,A glacier comparison project documented some stark changes in the Arctic landscape across the span of a century.,https://www.snopes.com/fact-check/arctic-century-photos/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,true
635,Does the Antifa Flag Resemble a Nazi Flag?,A political group without an official flag has nonetheless been represented by many photoshopped ones.,https://www.snopes.com/fact-check/antifa-nazi-flags/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,false
636,Was This Man Whipped to Death for Molesting a 2-Year-Old Child?,"A graphic video showing a man being brutally whipped while tied to a post is real, but it has nothing to do with pedophilia.",https://www.snopes.com/fact-check/whipped-molestation-vigilantes/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
637,Do These Photographs Show a Nazi Flag and Homophobic Merchandise at a Trump Rally in Pennsylvania?,"Politics does make for strange bedfellows at times, but not quite as claimed here.",https://www.snopes.com/fact-check/nazi-flags-trump-rally/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
638,"Does This Photograph Show Neo-Nazis Posing Under a Burning Swastika in Draketown, Georgia?",An extraordinary photograph from an April 2018 rally re-emerged on social media several months later.,https://www.snopes.com/fact-check/draketown-swastika-nazis/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,true
639,Is This a Photograph of Hurricane Michael?,"A photograph of an approaching storm is real, but it was taken months before Hurricane Michael made landfall in Florida.",https://www.snopes.com/fact-check/hurricane-michael-approaching-florida/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
640,Does This Video Show the ‘Left-Wing Mob’ Committing Acts of Violence?,"A compilation of acts by a violent American ""left-wing mob"" uses a mixture of genuine, unrelated, and foreign footage.",https://www.snopes.com/fact-check/left-wing-mob-violence/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,mixture
641,Is This a Photograph of Nazi SS Troops Shooting a Child?,"A chilling historical image was used to illustrate a political point, but it was taken from a cinematic depiction and not real life.",https://www.snopes.com/fact-check/nazi-shooting-baby/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
642,Background Check: Investigating George Floyd’s Criminal Record,The question of past arrests often surfaces among people who want to rationalize police officers' actions when Black men are killed in custody.,https://www.snopes.com/news/2020/06/12/george-floyd-criminal-record/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,
643,"Is This Aracely Henriquez, the Woman George Floyd Allegedly Assaulted?","The police encounter that led to Floyd's death in Minneapolis in 2020 was centered around reports about a counterfeit $20 bill, not any of his past actions. ",https://www.snopes.com/fact-check/is-this-really-aracely-henriquez/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
644,Was the Kids’ TV Show ‘Paw Patrol’ Canceled?,Tongue-in-cheek social media posts led to rumors about the popular Nickelodeon show. ,https://www.snopes.com/fact-check/did-paw-patrol-get-canceled/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,false
645,Is This a 1992 Clinton-Gore Confederate Flag Campaign Button?,Campaign buttons for the 1992 Clinton-Gore national ticket bearing a Confederate flag background are of uncertain provenance.,https://www.snopes.com/fact-check/clinton-gore-92-confederate/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,unproven
646,Is This ‘Trump Army’ Fundraising Email Real?,"The Trump campaign launched the ""Army for Trump"" website in March 2020. ",https://www.snopes.com/fact-check/trump-army-fundraising-email/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,true
647,Is This a Photograph of a Florida Airport Flooded During Hurricane Michael?,"Some social media users recycled an old, digitally-edited photograph that misled viewers in October 2018.",https://www.snopes.com/fact-check/florida-airport-flooded-michael/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
648,Does This Video Show Muslims Being Herded Into a Mobile Gas Chamber?,"A truly horrifying scene, but fortunately one that was staged for cameras and not captured in real life.",https://www.snopes.com/fact-check/mobile-gas-chamber/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
649,Did a Middle School Display the Words ‘F*ck Kavanaugh’ on Their School Sign?,"A North Carolina middle school's sign was targeted by vandals, not ""socialist teachers"" trying to indoctrinate children.",https://www.snopes.com/fact-check/middle-school-kavanaugh-sign/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,mixture
650,Is This a Photograph of Tom Hanks Wearing an Anti-Trump T-Shirt?,"Buy a fact check scorecard, because you can't always tell celebrities apart by the shirts they wear.",https://www.snopes.com/fact-check/tom-hanks-political-tshirt/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,false
651,Did This Protest Sign Suggest the Mass Killing of White People in Order to End White Supremacy?,Social media users express vehement distaste for fake protest signs -- without realizing they're fake.,https://www.snopes.com/fact-check/protest-sign-end-white-supremacy/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,false
652,Does This Grocery Store Have an Aisle for Lonely Single People?,An image of a grocery store aisle sign is often shared with jokes about single and lonely people.,https://www.snopes.com/fact-check/grocery-store-single-people/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,false
653,Is This a Photograph of a ‘Rainbow Butterfly’?,"If this were a new brand of candy, we'd definitely give it a try.",https://www.snopes.com/fact-check/rainbow-butterfly/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,false
654,Is This a ‘Lava Moon’ Melting Into a Waterfall?,"A photograph of the moon and a waterfall seemingly align just right to create a ""lava moon"" melting into the water.",https://www.snopes.com/fact-check/lava-moon-waterfall/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,false
655,Is This a Picture of Christine Blasey Ford in 1982?,"A picture said to be one of a 15-year-old Christine Blasey Ford has been proffered as ""evidence"" that Brett Kavanaugh did not sexually assault her.",https://www.snopes.com/fact-check/christine-blasey-ford-1982/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
656,Did President Trump Board Air Force One with Paper Stuck to His Shoe?,A mildly embarrassing moment on the president's trip to Minnesota was greeted with amusement and schadenfreude by some.,https://www.snopes.com/fact-check/trump-paper-shoe/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,true
657,Did This Dog Sleep by His Master’s Grave Every Night for 7 Years?,"A story about a dog sleeping next to his owner's grave originated with a news story, but the viral image often attached to that caption is unrelated.",https://www.snopes.com/fact-check/dog-sleep-by-his-masters-grave/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
658,Does This Photograph Show Barack Obama Holding a ‘Michelle Obama 2020’ Shirt?,Wording displayed on t-shirts is one of the easiest and most common targets for digital image manipulators.,https://www.snopes.com/fact-check/michelle-obama-2020-shirt/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,false
659,Background Check: Investigating George Floyd’s Criminal Record,The question of past arrests often surfaces among people who want to rationalize police officers' actions when Black men are killed in custody.,https://www.snopes.com/news/2020/06/12/george-floyd-criminal-record/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,
660,"Is This Aracely Henriquez, the Woman George Floyd Allegedly Assaulted?","The police encounter that led to Floyd's death in Minneapolis in 2020 was centered around reports about a counterfeit $20 bill, not any of his past actions. ",https://www.snopes.com/fact-check/is-this-really-aracely-henriquez/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
661,Was the Kids’ TV Show ‘Paw Patrol’ Canceled?,Tongue-in-cheek social media posts led to rumors about the popular Nickelodeon show. ,https://www.snopes.com/fact-check/did-paw-patrol-get-canceled/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,false
662,Is This a 1992 Clinton-Gore Confederate Flag Campaign Button?,Campaign buttons for the 1992 Clinton-Gore national ticket bearing a Confederate flag background are of uncertain provenance.,https://www.snopes.com/fact-check/clinton-gore-92-confederate/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,unproven
663,Is This ‘Trump Army’ Fundraising Email Real?,"The Trump campaign launched the ""Army for Trump"" website in March 2020. ",https://www.snopes.com/fact-check/trump-army-fundraising-email/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,true
664,Is This ‘Back to the Future’ Image Comparison with President Trump Real?,"An image comparison featuring Donald Trump and Biff Tannen from the movie ""Back to the Future"" has not been digitally manipulated.",https://www.snopes.com/fact-check/trump-and-back-to-the-future/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,true
665,Was the Arch of Baal Erected in Washington Before Christine Blasey Ford’s Testimony?,"The Arch of Palmyra appeared on the National Mall, but its relationship to Senate Judiciary Committee hearings was purely coincidental.",https://www.snopes.com/fact-check/arch-of-baal-judiciary/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,true
666,Is This a Photograph of Donald Trump’s Mother?,"Although some claim that Donald Trump wears a wig, an image of his mother Mary suggests that the presidential pompadour runs in the family.",https://www.snopes.com/fact-check/donald-trumps-mother-photo/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,true
667,Is This a Photograph of Donald Trump with Tupac Shakur?,"Two legends, one photo -- but not necessarily a photograph that showed them in the same place at the same time.",https://www.snopes.com/fact-check/donald-trump-tupac-photo/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,false
668,Is This a Photograph of a Wasted Brett Kavanaugh?,The only similarity between the men in these two pictures is what appears to be a shared love of beer.,https://www.snopes.com/fact-check/brett-kavanaugh-wasted-photo/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,false
669,Is This a Photograph of Christine Blasey Ford’s Lawyer with Hillary Clinton?,More purported evidence that all of Brett Kavanaugh's accusers can somehow be linked to every prominent liberal political figure.,https://www.snopes.com/fact-check/ford-lawyer-hillary-clinton/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,false
670,Do These Photographs Show a Homeless Veteran Dying Under a Bush?,"""We want to discard the parts of society we don’t want, but like plastic, it’s never going to go away.""",https://www.snopes.com/fact-check/homeless-veteran-dying-bush/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,mostly-true
671,Is This a Video of Bikers on Their Way to Washington to Support Brett Kavanaugh?,"According to internet trolls, bikers everywhere in the world are supporters of President Trump and frequently rally to his support.",https://www.snopes.com/fact-check/bikers-kavanaugh-support-video/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
672,Is This a Photograph of Christine Blasey Ford with Bill Clinton?,Dr. Christine Blasey Ford is apparently a Zelig-like figure who has met and posed with every prominent American liberal.,https://www.snopes.com/fact-check/ford-george-soros/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,false
673,Was This Photograph Taken at a Trump Protest?,An image from a gay pride parade in New York was shared on social media as if it showed people at a protest against President Trump.,https://www.snopes.com/fact-check/trump-protest-parade/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
674,Is This a Photograph of Christine Blasey Ford Partying?,Apparently any photograph of a woman semi-clothed and drinking can be used to smear the credibility of someone who reported a sexual assault.,https://www.snopes.com/fact-check/blasey-online-photos/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,false
675,Does This Photograph Show Irish Slaves in the United States?,"A disturbing photo of mining conditions, likely from Belgium in the early 20th century, has often been misrepresented to fit various political narratives.",https://www.snopes.com/fact-check/irish-slaves-us-photo/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
676,Background Check: Investigating George Floyd’s Criminal Record,The question of past arrests often surfaces among people who want to rationalize police officers' actions when Black men are killed in custody.,https://www.snopes.com/news/2020/06/12/george-floyd-criminal-record/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,
677,"Is This Aracely Henriquez, the Woman George Floyd Allegedly Assaulted?","The police encounter that led to Floyd's death in Minneapolis in 2020 was centered around reports about a counterfeit $20 bill, not any of his past actions. ",https://www.snopes.com/fact-check/is-this-really-aracely-henriquez/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
678,Was the Kids’ TV Show ‘Paw Patrol’ Canceled?,Tongue-in-cheek social media posts led to rumors about the popular Nickelodeon show. ,https://www.snopes.com/fact-check/did-paw-patrol-get-canceled/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,false
679,Is This a 1992 Clinton-Gore Confederate Flag Campaign Button?,Campaign buttons for the 1992 Clinton-Gore national ticket bearing a Confederate flag background are of uncertain provenance.,https://www.snopes.com/fact-check/clinton-gore-92-confederate/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,unproven
680,Is This ‘Trump Army’ Fundraising Email Real?,"The Trump campaign launched the ""Army for Trump"" website in March 2020. ",https://www.snopes.com/fact-check/trump-army-fundraising-email/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,true
681,Does This Photograph Show a Woman Abused by Keith Ellison?,"Rep. Keith Ellison's former girlfriend has leveled charges of ""narcissist abuse"" against him, but a picture of a badly injured woman used in a meme shows someone else.",https://www.snopes.com/fact-check/keith-ellison-former-girlfriend-photo/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
682,Is This Video of a Baby Being Violently Dunked in Water Real?,"A video showing an apparent ""violent baptism"" may appear shocking to some viewers, but the enthusiastic religious practice isn't unheard of.",https://www.snopes.com/fact-check/baby-dunking-video/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,mixture
683,Is This a Photograph of Christine Blasey Ford Holding a ‘Not My President’ Sign?,A conservative Facebook page's attempt to smear Christine Blasey Ford used a stock photograph of an entirely different woman.,https://www.snopes.com/fact-check/christine-blasey-ford-not-my-president/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
684,Does This Video Show School Lemonade Spiked with Laxatives?,A video appears to capture the disturbing and messy aftermath of a school prank.,https://www.snopes.com/fact-check/school-lemonade-laxatives/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,false
685,Does This Video Show a Lemon-Pomegranate Hybrid Plant?,A video purportedly showing the creation of a lemon-pomegranate hybrid fruit was created as a joke.,https://www.snopes.com/fact-check/lemon-pomegranate-hybrid/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,false
686,Does This Photograph Show a Stretch of I-40 in North Carolina Underwater?,A photograph documents that a portion of Interstate 40 in North Carolina was completely underwater after Hurricane Florence.,https://www.snopes.com/fact-check/i40-north-carolina-underwater/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,true
687,Is This a Photograph of an Elephant Carrying a Lion Cub?,"A photograph of an elephant carrying a lion cub should need to be real to be considered the ""best photo of this century.""",https://www.snopes.com/fact-check/elephant-carrying-lion-cub/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,false
688,Are These Pictures of Pigs on a Farm Flooded by Hurricane Florence?,"Photographs showing a group of pigs on a flooded farm are real, but they were not taken after Hurricane Florence in 2018.",https://www.snopes.com/fact-check/pigs-after-hurricane/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
689,Did George Zimmerman Sign a Bag of Skittles?,"An image showing a bag of Skittles autographed by George Zimmerman came from the documentary ""Rest in Power: The Trayvon Martin Story.""",https://www.snopes.com/fact-check/zimmerman-skittles-signing/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,true
690,Does This Photograph Show ‘Brittany L’ After Killing a Leopard?,A photograph posted by Safari Club International went viral after being shared by outraged animal-lovers.,https://www.snopes.com/fact-check/brittany-l-leopard/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,true
691,Does This Video Show a DragonAir 737 Caught in a Typhoon?,A video purportedly showing an airplane being spun around by typhoon-force winds is actually a computer animation.,https://www.snopes.com/fact-check/dragonair-737-typhoon/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,false
692,Was President Trump’s 9/11 ‘Fist Pump’ a Greeting to a Cancer Victim?,Deceptive memes purport to correct misinformation offered by other supposedly deceptive memes.,https://www.snopes.com/fact-check/trump-fistpump-cancer-greeting/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,false
693,Background Check: Investigating George Floyd’s Criminal Record,The question of past arrests often surfaces among people who want to rationalize police officers' actions when Black men are killed in custody.,https://www.snopes.com/news/2020/06/12/george-floyd-criminal-record/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,
694,"Is This Aracely Henriquez, the Woman George Floyd Allegedly Assaulted?","The police encounter that led to Floyd's death in Minneapolis in 2020 was centered around reports about a counterfeit $20 bill, not any of his past actions. ",https://www.snopes.com/fact-check/is-this-really-aracely-henriquez/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
695,Was the Kids’ TV Show ‘Paw Patrol’ Canceled?,Tongue-in-cheek social media posts led to rumors about the popular Nickelodeon show. ,https://www.snopes.com/fact-check/did-paw-patrol-get-canceled/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,false
696,Is This a 1992 Clinton-Gore Confederate Flag Campaign Button?,Campaign buttons for the 1992 Clinton-Gore national ticket bearing a Confederate flag background are of uncertain provenance.,https://www.snopes.com/fact-check/clinton-gore-92-confederate/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,unproven
697,Is This ‘Trump Army’ Fundraising Email Real?,"The Trump campaign launched the ""Army for Trump"" website in March 2020. ",https://www.snopes.com/fact-check/trump-army-fundraising-email/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,true
698,Is This Anderson Cooper Standing in a Ditch While Reporting Hurricane Florence?,It's not uncommon for reporters to call upon dramatic skills in the course of conveying the perils of extreme weather phenomena.,https://www.snopes.com/fact-check/anderson-cooper-hurricane/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
699,Weather Channel Reporter Braces in Storm That Leaves Others Unaffected,A video clip of a report captured during Hurricane Florence appeared to show some very selective heavy winds.,https://www.snopes.com/fact-check/weather-channel-hurricane-winds/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,true
700,Does This Photograph Show 26 ‘Corrupt’ Politicians Executed by China?,"Not a picture of 'corrupt' politicians or an execution, although some of the latter followed afterwards.",https://www.snopes.com/fact-check/chinese-politicians-executed-photo/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,miscaptioned
701,Does Nike Make Shoes Featuring the ‘All-Seeing Eye’ Symbol?,"If you think that your shoes are watching you, maybe they are ... if you own this particular Nike line.",https://www.snopes.com/fact-check/nike-all-seeing-eye-shoes/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,mostly-true
702,Does This Photograph Show a Large Spiral Cloud Forming at Sunset?,An image of a large spiral cloud forming at sunset was created with the help of digital editing tools.,https://www.snopes.com/fact-check/spiral-clouds-sunset/,https://www.snopes.com/content/themes/snopes/dist/images/lazyload-placeholder.png,false
